10500 13400
6303 7145 103
6303 10072 109
6304 10309 42
6305 7236 71
6305 6375 40
6305 9156 72
6306 9843 195
6306 7503 153
6307 8265 101
6307 8681 83
6308 7536 157
6308 9995 191
6309 10098 55
6309 7632 133
6310 10303 36
6311 9955 141
6311 7654 93
6312 8364 114
6313 6481 96
6313 7792 107
6314 9260 52
6314 8505 193
6315 10320 91
6315 7304 122
6315 7924 104
6316 9763 90
6316 10110 113
6317 8552 160
6317 8602 71
6318 8408 145
6318 9068 140
6319 9062 89
6319 8049 143
6320 10190 124
6320 7452 23
6321 7703 74
6321 8829 109
6322 10494 158
6322 8860 187
6323 9709 39
6324 9103 116
6324 9325 20
6325 8564 157
6326 8578 185
6326 9420 37
6327 9072 24
6327 10212 178
6327 9077 27
6328 9364 186
6328 9693 198
6329 8014 125
6329 8877 70
6329 7065 45
6330 8152 187
6330 7427 192
6331 7578 28
6331 7363 160
6331 8382 97
6332 10338 90
6332 9606 149
6332 7946 155
6333 6528 134
6333 7209 139
6334 10223 165
6334 8882 142
6335 9439 70
6335 8784 178
6336 6747 113
6336 9124 37
6337 6654 67
6337 8119 51
6338 9866 66
6339 8904 50
6339 8265 82
6339 9824 166
6340 7741 31
6340 7022 47
6341 10104 26
6341 10236 146
6342 9951 62
6342 8454 92
6342 10051 98
6343 8334 106
6343 6894 108
6344 10056 159
6344 10345 79
6344 6651 69
6344 6530 26
6345 9932 177
6345 8159 179
6346 7620 196
6346 10040 100
6346 6532 55
6347 9171 126
6348 8635 73
6349 9668 165
6349 7918 192
6350 8159 169
6350 8438 106
6351 7117 48
6351 8416 65
6352 9011 57
6352 6757 173
6353 9133 117
6353 9829 47
6354 10196 56
6355 7211 12
6355 6446 118
6356 10122 167
6356 7906 75
6357 10000 170
6357 9895 19
6358 7321 119
6359 6395 171
6359 7502 65
6359 8693 144
6360 10461 79
6360 9809 84
6361 8710 139
6361 9224 190
6362 9475 93
6362 7999 72
6363 10375 24
6364 8934 72
6364 8836 75
6365 8801 176
6365 9239 163
6366 7826 134
6366 8507 34
6367 8499 38
6367 7816 148
6368 9363 89
6368 9129 176
6369 9208 151
6370 7274 130
6370 7837 109
6371 9828 161
6371 6547 147
6372 8311 100
6372 6397 158
6372 7370 56
6372 9248 139
6373 7778 165
6374 10225 151
6374 6627 21
6375 10412 177
6376 8985 23
6376 9379 152
6377 7978 167
6377 7667 102
6378 8253 169
6379 8315 74
6379 9389 153
6380 9269 20
6380 6646 108
6381 6569 104
6381 6939 161
6381 8782 193
6381 10360 163
6382 7457 83
6382 7629 190
6382 7233 112
6383 10455 169
6384 10262 142
6384 7596 43
6384 7774 74
6385 9705 128
6385 7515 74
6386 9051 178
6387 10219 51
6387 9921 16
6388 9093 15
6388 9959 86
6389 9385 143
6389 7027 11
6390 6617 138
6390 9518 23
6390 6641 115
6392 8069 90
6392 6436 38
6393 6953 123
6394 7731 193
6394 8557 84
6395 8718 97
6396 9765 150
6396 7106 83
6397 7207 152
6398 8900 197
6398 6629 126
6399 8949 187
6399 9838 78
6400 10282 189
6400 6710 169
6400 8962 66
6401 9826 139
6401 7914 184
6402 10407 172
6403 9084 35
6403 9702 133
6404 7002 181
6405 7640 22
6405 8938 115
6406 8389 107
6407 9334 185
6407 7436 93
6407 8325 87
6408 8804 31
6409 8319 61
6409 7787 89
6409 7881 112
6410 7265 104
6410 8074 105
6411 8406 198
6411 10278 28
6412 7883 76
6412 6894 142
6413 8063 59
6413 7669 47
6414 9681 90
6414 7919 122
6415 8110 25
6416 6881 154
6416 9126 157
6416 9496 44
6417 7531 84
6417 6519 149
6419 8485 117
6419 8741 41
6420 7352 55
6420 9141 96
6420 9791 47
6421 9478 60
6422 10285 132
6422 8912 143
6423 9360 196
6424 7832 132
6424 10284 56
6425 8927 142
6426 7451 17
6426 8656 164
6427 7334 20
6428 9986 168
6429 6519 21
6429 8004 50
6429 8306 168
6430 7672 138
6430 8844 45
6431 7296 25
6432 9256 32
6432 8641 46
6433 6701 133
6433 8828 70
6434 9571 72
6435 7649 184
6435 7553 144
6438 9861 63
6438 8856 140
6438 8334 74
6439 7206 188
6440 7626 59
6440 9386 147
6440 10122 191
6440 8599 67
6440 8162 47
6441 6539 62
6441 7477 138
6442 7024 182
6443 7240 154
6444 6954 20
6444 9572 175
6445 9293 16
6445 6638 142
6445 9038 198
6446 8381 75
6447 6805 195
6448 8240 134
6449 8824 158
6449 9805 53
6450 6927 130
6450 9499 29
6451 7421 192
6451 8148 143
6452 9730 195
6453 7815 33
6453 6759 24
6454 6750 76
6454 8786 145
6454 10122 33
6455 9164 184
6456 10079 73
6457 7078 56
6457 8116 182
6457 9705 81
6458 9180 133
6459 7128 181
6459 9823 48
6459 7847 119
6460 6860 69
6460 9896 33
6462 7442 198
6462 9764 99
6463 8822 111
6463 7624 20
6464 10026 111
6464 8496 177
6464 7917 145
6464 7548 29
6465 7131 155
6466 7869 83
6466 8706 60
6467 7989 173
6468 8166 84
6468 7707 176
6469 6770 25
6469 8204 157
6470 9049 37
6470 8535 10
6471 9273 19
6472 6516 113
6472 9005 198
6472 8110 144
6473 7105 181
6473 6535 10
6474 7663 75
6474 7981 137
6475 10251 45
6475 8926 172
6475 9653 10
6476 7781 168
6476 10066 161
6477 7415 187
6477 10365 197
6478 9272 198
6478 6543 80
6479 8629 12
6479 6820 180
6480 7210 87
6480 7343 108
6480 9962 69
6481 7559 164
6481 6900 190
6482 9985 138
6482 9862 156
6483 7064 161
6483 6500 62
6484 6906 196
6484 9308 14
6485 9033 180
6485 6949 59
6486 6924 43
6486 8028 90
6487 8407 40
6487 6742 109
6488 9605 119
6488 8705 95
6489 9034 157
6489 9456 56
6489 9719 77
6490 7669 157
6490 9027 78
6491 6944 79
6491 8287 179
6492 7979 26
6492 8774 147
6493 10239 190
6493 8017 149
6494 10213 142
6494 8067 175
6494 10269 99
6494 8923 106
6496 7975 47
6496 7781 125
6496 8102 52
6497 10419 174
6497 7915 104
6499 10423 140
6499 9133 14
6500 6502 99
6501 6736 187
6501 7851 143
6502 6799 161
6503 9228 85
6504 8525 185
6504 8692 107
6505 7473 150
6505 9039 79
6506 8402 20
6506 8771 144
6507 7392 143
6509 7738 126
6509 10471 187
6509 8408 67
6509 6908 175
6510 7152 23
6510 8538 53
6511 8411 157
6511 6665 134
6512 8234 52
6512 10330 147
6512 8875 115
6513 9223 109
6513 7361 47
6513 9125 185
6514 9236 113
6514 8003 142
6514 8434 105
6515 7026 116
6515 10188 189
6517 10138 123
6517 7497 115
6518 6540 34
6518 8014 94
6520 7073 14
6520 7554 12
6521 6565 136
6521 7821 142
6522 7759 180
6523 9264 138
6523 10405 65
6524 8085 146
6524 8821 177
6525 8364 62
6526 8908 143
6526 9832 101
6527 7250 168
6527 9252 192
6527 8719 85
6528 8694 134
6529 9202 154
6529 9341 134
6530 9009 23
6530 7760 94
6531 8104 23
6532 8113 197
6532 9506 167
6533 7724 80
6534 6665 197
6534 6853 132
6535 7311 185
6536 9676 59
6537 9532 98
6538 7487 185
6539 10022 152
6539 7618 151
6540 7920 187
6541 6966 61
6541 9875 145
6542 10246 107
6542 8990 186
6544 10267 82
6544 7598 74
6544 7459 181
6545 7727 35
6545 8997 147
6546 10100 27
6546 7461 148
6547 7251 109
6548 7764 61
6548 10355 93
6549 7305 16
6550 9479 117
6550 8814 185
6551 10448 101
6551 10163 82
6552 9373 23
6553 9569 127
6553 8172 52
6554 8151 172
6554 6880 106
6555 7834 126
6555 9442 126
6555 7171 148
6556 7538 79
6557 9781 59
6557 9980 49
6558 7125 139
6558 10466 87
6558 7489 53
6558 8052 51
6558 8203 192
6559 7488 115
6560 7704 194
6560 10371 100
6561 10082 106
6562 8437 147
6562 8847 29
6562 7046 192
6563 6774 134
6564 7841 49
6564 8950 125
6565 10412 92
6566 8490 194
6567 10187 66
6567 9976 22
6568 7958 186
6569 9278 130
6570 9606 112
6570 9927 60
6571 7172 196
6571 9022 149
6572 9427 162
6572 8131 36
6573 9849 186
6573 9318 178
6574 9062 147
6574 7571 109
6575 10368 190
6575 8653 152
6576 9889 185
6576 9880 93
6577 8654 28
6578 10017 83
6579 6619 99
6579 8005 37
6580 8371 135
6580 8771 154
6581 9459 11
6581 8167 37
6582 10400 19
6582 10090 138
6583 7942 73
6583 7627 195
6583 7063 118
6584 7830 52
6584 10192 135
6585 6637 161
6585 6730 23
6586 7227 118
6586 7019 191
6587 8907 60
6587 10161 81
6588 7743 154
6588 7413 146
6589 7373 133
6589 9436 116
6590 6964 135
6590 7331 74
6590 6981 87
6591 10388 60
6591 9894 42
6592 7595 150
6592 7429 150
6592 7853 76
6593 9748 15
6593 8493 33
6594 6768 126
6594 9102 194
6595 10232 108
6595 7544 115
6596 9055 91
6596 7387 191
6597 8657 17
6597 7386 94
6598 7110 36
6598 8768 184
6599 9616 198
6599 9730 84
6600 7433 15
6600 7023 107
6600 10349 102
6600 9990 34
6601 9555 190
6601 8765 126
6602 9207 97
6602 7418 163
6602 9907 106
6603 8126 152
6604 9075 14
6604 9595 10
6605 9549 99
6605 7464 107
6606 8256 62
6607 7915 47
6607 8711 140
6608 10446 84
6609 8921 48
6609 7873 68
6610 10284 18
6611 9231 115
6611 7275 48
6612 9162 76
6613 9618 24
6613 8759 37
6614 8707 183
6614 9114 42
6615 9357 108
6615 9210 189
6616 9492 129
6616 8092 143
6617 9112 46
6618 9039 64
6619 7940 113
6620 8388 161
6620 8413 155
6621 8283 41
6621 9067 22
6622 10210 160
6622 8750 171
6623 9231 142
6624 8130 144
6625 7279 189
6625 7790 32
6626 6910 123
6626 7088 189
6627 7433 175
6628 6645 182
6628 6669 122
6628 9905 100
6629 9700 120
6630 6883 71
6630 8184 115
6631 10297 111
6631 8946 155
6632 9685 27
6632 10087 192
6633 10093 124
6633 8190 169
6634 10083 193
6634 7404 94
6634 7572 64
6635 10042 198
6635 8645 98
6636 10432 40
6636 7291 196
6637 10063 92
6637 8136 178
6638 9350 95
6639 8556 11
6639 8691 36
6639 7202 169
6640 8454 181
6640 9751 46
6641 9089 66
6641 9807 16
6642 8834 24
6642 9362 121
6643 7582 61
6643 9774 29
6643 8212 57
6644 10238 104
6644 7672 19
6645 7092 130
6645 7201 198
6646 6777 60
6647 9612 45
6647 7932 15
6648 9213 136
6648 7121 165
6649 7857 112
6649 7977 77
6649 7895 69
6650 6776 113
6651 9810 194
6651 9503 64
6651 7499 134
6652 7871 173
6652 9390 182
6653 9157 52
6654 9323 113
6655 9298 198
6655 7668 26
6656 8033 154
6656 10014 143
6657 8296 50
6657 9118 197
6657 8772 13
6658 9543 196
6658 8770 15
6659 9407 71
6659 7607 99
6660 8323 149
6660 9131 75
6661 10293 83
6661 8511 49
6661 7520 88
6662 6941 11
6663 7271 179
6663 8046 132
6664 7974 57
6664 7892 165
6666 6830 151
6667 9739 37
6667 10478 59
6668 6839 47
6669 8397 80
6670 9502 177
6670 6675 35
6670 7887 42
6671 7680 137
6671 8019 120
6672 9088 10
6673 7113 51
6673 6988 181
6673 7093 105
6674 9827 36
6674 9775 161
6675 8121 185
6676 7055 81
6676 10392 53
6677 8524 161
6677 10373 46
6678 8310 80
6679 7892 120
6679 8481 187
6679 9999 10
6680 9386 88
6680 8861 136
6681 7994 43
6682 8176 164
6682 7069 70
6683 9527 150
6684 8915 184
6685 10080 80
6685 8456 123
6685 8789 191
6686 7266 136
6686 8308 134
6687 9494 75
6687 7954 59
6688 7615 26
6688 10413 198
6689 10212 60
6689 7073 54
6690 9580 119
6691 10057 172
6692 8090 76
6692 8940 49
6693 8850 94
6693 8608 31
6694 8431 161
6694 7979 53
6695 6937 106
6695 9846 67
6696 9647 186
6696 9122 116
6696 8048 83
6697 7459 38
6697 8944 69
6699 9541 100
6700 7638 50
6700 8715 105
6701 9052 120
6702 8181 33
6702 9309 111
6703 10110 24
6703 8352 41
6704 10339 187
6704 9724 164
6705 8794 87
6706 7226 61
6707 9740 126
6707 9853 10
6707 8891 143
6708 8326 88
6708 9709 84
6708 7056 135
6709 8566 163
6709 10407 139
6710 10093 116
6710 8341 160
6711 9415 69
6712 7039 128
6712 7524 187
6713 6978 24
6714 8568 185
6714 7463 120
6715 8608 138
6715 10292 51
6716 10316 108
6716 9648 92
6716 7291 74
6717 9645 129
6717 8450 49
6719 7919 44
6719 9765 31
6720 7764 59
6721 7836 194
6722 10146 176
6722 8421 174
6722 8716 35
6723 9085 124
6724 7621 125
6724 7645 10
6725 9993 130
6725 9967 77
6727 7203 28
6727 8273 49
6728 8046 153
6728 6935 143
6729 6773 161
6729 8875 162
6730 9653 168
6730 8250 45
6731 9653 154
6731 8280 187
6732 10308 118
6732 6974 70
6733 7773 90
6734 10172 104
6734 9013 72
6735 8816 23
6735 7732 113
6736 8038 187
6737 6777 56
6737 6874 11
6737 8362 139
6738 9851 155
6739 8444 78
6739 9601 17
6740 9672 126
6740 10332 169
6741 9222 109
6741 7753 64
6743 9069 35
6743 9136 41
6744 8460 133
6744 7032 112
6744 9679 91
6746 9966 54
6747 10075 101
6748 7521 92
6748 10422 114
6748 10221 110
6749 8584 94
6749 10100 31
6750 10048 199
6751 8882 168
6751 7693 56
6751 9727 27
6752 8498 40
6752 6865 192
6752 7490 140
6753 10081 173
6753 7644 75
6754 8866 143
6754 10191 159
6754 8913 178
6755 8727 24
6755 10237 153
6756 8182 183
6756 7474 100
6756 7336 130
6757 8063 33
6758 9857 48
6758 7511 132
6759 7048 118
6760 9319 70
6760 7897 153
6761 8055 113
6761 10447 39
6762 8065 101
6763 10052 101
6763 10133 78
6764 8195 80
6764 8738 33
6765 7151 140
6765 8354 196
6765 8242 23
6766 7985 197
6766 9203 13
6767 7461 107
6767 9689 47
6767 7805 184
6768 8863 77
6768 7989 57
6769 8796 163
6769 9324 129
6771 9783 185
6772 7755 79
6772 7254 194
6774 8305 171
6774 9065 179
6775 7127 33
6775 9447 66
6776 7083 102
6777 7755 56
6778 8455 67
6778 9715 136
6779 10148 173
6779 8843 103
6779 7216 27
6780 8565 145
6781 9934 102
6781 8672 129
6781 6788 95
6782 8445 45
6782 7581 77
6783 7523 37
6783 7634 107
6783 10057 117
6784 8633 180
6784 10495 99
6785 7772 65
6785 8569 137
6786 9592 100
6786 9024 167
6787 9507 159
6787 9680 67
6788 7107 199
6789 9476 12
6789 8740 153
6790 9532 45
6790 9981 165
6791 9620 31
6791 9635 140
6792 9847 16
6792 9415 30
6793 10228 150
6793 10207 61
6794 10459 26
6794 7469 56
6795 10066 17
6795 10250 16
6796 7627 152
6796 9154 37
6796 7758 154
6797 6849 110
6798 8217 97
6799 7409 35
6799 8973 23
6800 9343 93
6800 8884 185
6801 8433 68
6802 8244 16
6802 7708 106
6803 7688 45
6804 8132 49
6805 7175 184
6806 10477 82
6806 9874 110
6807 8147 40
6807 6898 164
6808 9309 198
6808 10116 137
6809 6952 183
6809 8196 188
6810 9897 18
6810 9678 165
6811 8312 127
6811 10038 184
6811 7409 128
6812 7380 63
6813 9928 111
6813 7301 176
6813 7801 33
6814 6844 101
6814 7167 112
6815 7184 27
6815 9964 58
6816 8233 154
6817 8540 42
6818 9019 71
6818 8837 45
6819 10065 190
6819 9952 13
6820 9358 86
6821 7706 143
6821 7922 153
6823 7537 185
6823 9701 32
6824 8289 44
6824 8122 44
6825 6856 82
6826 6989 67
6826 9115 181
6827 7967 84
6827 8588 191
6828 9398 34
6829 9164 126
6829 8262 150
6829 7527 152
6830 8552 68
6831 9621 41
6831 10389 87
6832 8019 83
6832 8737 188
6833 8276 119
6833 9553 137
6834 9162 125
6834 9748 79
6835 7153 96
6836 9750 147
6837 7556 126
6837 10418 108
6838 7196 123
6838 9583 71
6838 7721 119
6840 8860 170
6840 6922 82
6841 8795 142
6841 7786 25
6842 8419 166
6842 7985 19
6843 7426 59
6844 7214 157
6845 6914 98
6845 9036 68
6846 8547 66
6846 10139 86
6847 8324 161
6847 9665 146
6848 10288 104
6848 7778 167
6849 8481 182
6850 6958 75
6850 9822 87
6850 9940 98
6851 7394 121
6851 9133 136
6852 9480 98
6852 7548 98
6852 7147 39
6853 8762 190
6854 7774 73
6854 9063 133
6855 10165 33
6855 10318 94
6856 8113 31
6857 10447 67
6857 9356 30
6858 9914 56
6858 9740 37
6859 10088 60
6860 9455 42
6861 7759 33
6861 8924 116
6862 7712 143
6862 9918 101
6863 8363 131
6863 7376 56
6864 8777 157
6864 8591 189
6865 8420 153
6865 8771 168
6866 7772 49
6867 9322 129
6867 8947 11
6868 8829 74
6868 7493 10
6868 9593 184
6869 8098 187
6869 7373 43
6870 7299 59
6870 9728 98
6871 9394 141
6871 9107 125
6872 7734 116
6872 10171 170
6872 7329 132
6873 9312 166
6874 8035 187
6874 7369 193
6875 7053 85
6875 7610 74
6876 7612 111
6876 8853 37
6878 9138 138
6878 9377 152
6879 9795 94
6880 7856 174
6881 8709 96
6882 7097 104
6882 8179 81
6882 9720 10
6883 8857 86
6884 7539 181
6884 7228 162
6885 7347 82
6885 8211 148
6886 8920 94
6886 7325 188
6886 8037 14
6887 7939 156
6887 9837 71
6888 10373 91
6888 7339 109
6889 8933 82
6890 6968 197
6891 10497 15
6891 9243 131
6892 9421 103
6892 8722 23
6892 8947 17
6893 9304 69
6893 9187 192
6893 9182 185
6894 9267 120
6895 7848 131
6895 10313 170
6897 8941 190
6897 8098 21
6898 7478 43
6899 7962 87
6899 8251 65
6900 7439 130
6900 8487 37
6901 7837 102
6901 6990 66
6902 8842 34
6902 8733 195
6903 7291 163
6903 9357 42
6903 7411 108
6904 7893 12
6905 10445 127
6905 9920 143
6906 7025 123
6907 8599 119
6907 9690 86
6907 10429 48
6908 8255 153
6908 10285 51
6909 9807 103
6909 9514 176
6909 8644 42
6910 8205 69
6911 9049 110
6912 8714 175
6912 9732 47
6913 7236 59
6914 9848 70
6914 7862 63
6915 10024 77
6915 7124 150
6916 8905 57
6917 9156 140
6917 8139 39
6918 8718 187
6919 9384 72
6919 10498 194
6920 10401 81
6920 7357 10
6921 7034 154
6921 9697 52
6922 7371 52
6922 7031 33
6922 8073 79
6923 8936 121
6923 8503 158
6924 8347 62
6925 9731 54
6926 9305 31
6926 7910 58
6927 10331 187
6928 7560 24
6928 6934 97
6930 10224 36
6931 7686 19
6931 10162 35
6932 10000 43
6933 7527 23
6933 8585 85
6934 8001 84
6935 9842 63
6936 8394 107
6936 9674 151
6937 7863 152
6938 8102 134
6938 10015 195
6939 6967 111
6939 9897 47
6940 7847 16
6940 8129 48
6941 10062 65
6942 7808 173
6943 8991 80
6943 9527 104
6943 9619 69
6944 9853 42
6944 9902 156
6944 9898 80
6945 10146 152
6945 8434 152
6946 7032 52
6946 9319 32
6947 8975 76
6947 8402 19
6948 9099 91
6949 10270 123
6950 7048 136
6951 9368 29
6951 7414 44
6952 7164 195
6953 7802 149
6954 8538 18
6955 7516 112
6956 7283 46
6956 8379 41
6957 7094 136
6957 8023 196
6958 7715 122
6959 6979 25
6959 9337 72
6960 8875 147
6960 7804 123
6961 7351 126
6961 8864 17
6962 8874 70
6962 8983 167
6963 9630 157
6963 9463 88
6965 9232 156
6966 8940 155
6967 9283 22
6968 7303 22
6968 9251 88
6969 7314 186
6969 8928 55
6970 7074 93
6970 7388 131
6971 8213 161
6971 8570 63
6972 9756 161
6972 7969 126
6973 8809 32
6973 8115 50
6974 10441 107
6974 9749 180
6974 9167 114
6975 10344 97
6976 9773 30
6976 8216 89
6977 9768 164
6977 7437 121
6978 7925 42
6979 8350 118
6980 9894 161
6980 8555 109
6981 10012 130
6982 9419 164
6982 9168 58
6983 8100 178
6983 9699 145
6983 9504 88
6984 8200 148
6985 7332 89
6985 7267 156
6986 9335 64
6986 9819 30
6987 9470 179
6988 10101 170
6988 8518 72
6989 8058 50
6990 8735 174
6991 8793 193
6991 7686 54
6992 9365 98
6993 8329 23
6994 9258 98
6994 7925 126
6995 9767 84
6995 7355 21
6996 10188 70
6997 7132 31
6997 9431 55
6998 8009 20
6998 7639 51
6999 8381 103
6999 7422 163
6999 9536 51
7000 9064 10
7001 10237 80
7001 7357 123
7002 9234 39
7003 10160 171
7003 8633 135
7004 10072 27
7005 8032 168
7005 7039 157
7006 8056 191
7006 9706 118
7007 9752 18
7007 7646 151
7008 9911 197
7008 8152 51
7009 8466 63
7010 9599 168
7010 8039 171
7011 9324 155
7011 7992 191
7012 8135 83
7012 9915 193
7013 8327 163
7014 8185 187
7015 8897 22
7015 7731 55
7016 8103 122
7016 9614 183
7017 10411 196
7017 9295 131
7018 8198 195
7019 9289 83
7019 7591 101
7020 7477 59
7020 7937 124
7020 7385 112
7021 9410 122
7023 9975 53
7023 10244 113
7024 10398 142
7025 8935 135
7026 7710 18
7026 8148 14
7027 9220 79
7028 7718 173
7028 8021 76
7029 10368 172
7029 7033 141
7030 9817 66
7031 9673 87
7031 7340 182
7033 7656 22
7033 8168 131
7034 7995 39
7035 10355 181
7035 10470 196
7035 10439 142
7036 8937 111
7036 10287 164
7037 7948 101
7037 10007 42
7038 8004 24
7038 10325 75
7040 7496 10
7040 8746 170
7040 7653 165
7041 7278 171
7041 8365 55
7042 10112 38
7042 8961 118
7043 9738 195
7043 9630 172
7044 7717 112
7045 10032 52
7045 8985 70
7046 8646 178
7046 7255 18
7047 10035 23
7047 8290 143
7048 8443 126
7048 9471 42
7049 7722 124
7049 9932 34
7050 10135 13
7050 9773 50
7050 9891 50
7051 9458 157
7052 10157 18
7052 8773 103
7053 8768 123
7055 8155 80
7056 7123 115
7056 8333 12
7056 8331 98
7056 8896 76
7057 10081 126
7058 10326 172
7059 9165 134
7059 9316 153
7059 9456 93
7059 8709 197
7060 9792 52
7060 8293 18
7061 8128 176
7062 10295 43
7063 9554 30
7063 7930 91
7064 8294 143
7065 10226 198
7065 10399 86
7066 9436 138
7066 8173 67
7067 8005 28
7067 9944 70
7067 8943 90
7067 10117 121
7068 10496 81
7068 10078 79
7069 7115 80
7070 7313 146
7070 8866 56
7071 7894 104
7071 8427 131
7072 9028 138
7072 8437 187
7075 7868 188
7076 7845 92
7076 7689 136
7077 9035 104
7077 7662 194
7079 8532 65
7080 10394 80
7081 10183 64
7081 10108 167
7082 9232 48
7082 8887 63
7083 9302 24
7084 8711 135
7084 9793 185
7085 8504 156
7085 7861 170
7086 10018 90
7087 10188 148
7088 9031 66
7089 7874 165
7089 9488 84
7090 7657 23
7090 8322 11
7092 10195 40
7093 9104 193
7093 7525 182
7094 8167 60
7094 9638 80
7095 8989 15
7095 10137 13
7096 9851 67
7096 10452 139
7096 9038 176
7097 7191 185
7098 9950 32
7098 9481 126
7098 9511 53
7099 8000 178
7100 9180 62
7100 9235 74
7101 9306 61
7101 9940 113
7102 7986 189
7102 7818 128
7103 10002 59
7103 7333 199
7103 9583 17
7104 8756 141
7105 7700 45
7105 10297 89
7106 7773 100
7108 9632 51
7108 8958 77
7108 9522 190
7109 8509 17
7109 8306 56
7110 8155 19
7111 10089 73
7111 8227 127
7112 7470 142
7112 7706 80
7113 8492 197
7114 8254 123
7114 8412 66
7115 9222 72
7116 7255 55
7116 9221 109
7116 10305 30
7118 8977 132
7118 8797 126
7118 10289 152
7119 9564 134
7119 9072 176
7120 8621 14
7121 10184 113
7121 7933 174
7122 10095 17
7122 9824 61
7123 8792 175
7123 9349 13
7124 10165 109
7124 8023 171
7125 9698 98
7126 9519 197
7126 10261 18
7129 8374 136
7129 9194 121
7130 9933 116
7130 9811 78
7131 9466 48
7132 7358 96
7133 7586 65
7133 8306 81
7134 7270 168
7134 8899 127
7135 9650 147
7135 7559 63
7136 9830 111
7136 7360 61
7136 7634 23
7137 8942 56
7138 10084 182
7138 7567 172
7139 9970 25
7139 10235 11
7140 8734 45
7140 7197 154
7141 9267 187
7142 7899 27
7142 7406 179
7143 9890 58
7143 10216 53
7144 9223 37
7148 7435 190
7149 7268 156
7149 10104 70
7150 8696 153
7150 9718 45
7151 8332 70
7152 9948 137
7153 8611 105
7154 9836 112
7154 7500 122
7155 9841 185
7156 10320 85
7157 10182 168
7157 8910 82
7158 9155 137
7158 8628 198
7159 10304 70
7159 7191 192
7159 8883 96
7160 7382 172
7160 8547 98
7161 10278 60
7161 8079 142
7161 7528 196
7162 10366 168
7162 10033 113
7163 7661 116
7163 7202 105
7164 10346 14
7165 8488 128
7165 8506 122
7167 7858 171
7168 10036 39
7168 7367 116
7168 10488 93
7169 7766 99
7169 8270 109
7170 7437 43
7170 10304 102
7170 9883 11
7170 9177 192
7171 9125 134
7171 8441 197
7172 8759 50
7172 9630 69
7173 8075 94
7173 8514 36
7174 8015 144
7174 9450 42
7176 8220 27
7177 10436 137
7178 8558 52
7179 8855 100
7179 10496 35
7180 7376 133
7180 10242 42
7181 9102 77
7181 9802 117
7182 9588 66
7182 7803 191
7183 9353 192
7183 8971 77
7183 8881 188
7184 9538 198
7185 7423 169
7185 8243 169
7186 9611 42
7186 10339 56
7187 8971 61
7187 7791 15
7188 10237 151
7189 10016 54
7189 7472 44
7192 9935 67
7192 7779 45
7192 9845 72
7193 10162 171
7193 8124 38
7194 8541 36
7194 9336 106
7195 10359 97
7198 8128 29
7199 7386 147
7199 8791 14
7200 8119 23
7200 7976 49
7200 8261 108
7201 8744 189
7201 8199 191
7202 7221 68
7203 9755 158
7203 8361 146
7204 9617 71
7205 8812 62
7205 8680 109
7205 8816 37
7207 7269 171
7208 7252 61
7209 8999 51
7210 8564 50
7211 9088 120
7212 9379 130
7212 7377 116
7213 7409 100
7214 9006 141
7214 7783 70
7215 9704 186
7216 9873 86
7216 7626 198
7217 10362 136
7217 7700 77
7218 9152 154
7218 8404 125
7219 9416 133
7220 8163 161
7221 9113 35
7222 10458 69
7222 8662 113
7222 7471 83
7222 8653 132
7223 8338 140
7223 7656 45
7224 8198 119
7225 10003 114
7225 8214 20
7226 8499 64
7227 7900 27
7227 7242 196
7228 10440 178
7229 8670 195
7229 8236 197
7230 9574 69
7230 10021 52
7231 7550 158
7231 7580 179
7232 7365 61
7232 7768 39
7232 9840 38
7233 7736 68
7233 10385 26
7234 9449 24
7235 8845 118
7237 8837 65
7238 9924 16
7239 8239 34
7239 8577 40
7240 8072 113
7240 10205 56
7242 7360 68
7242 9840 133
7243 9050 13
7243 7492 57
7244 7475 131
7244 8934 140
7245 8201 194
7245 8309 144
7246 9402 68
7247 9844 124
7247 8847 184
7248 8179 163
7248 8595 79
7248 8076 131
7249 9715 43
7249 10197 43
7250 9515 82
7251 8579 187
7253 8813 10
7253 8264 128
7254 8710 116
7254 8127 54
7254 9246 197
7256 10384 50
7256 8984 129
7257 8366 49
7257 7482 195
7258 9678 129
7258 8442 44
7259 9394 183
7260 9443 117
7260 8599 107
7261 10442 67
7262 9909 169
7262 7674 143
7263 9636 67
7263 10234 110
7263 7968 70
7264 8514 135
7265 9353 133
7266 9835 186
7267 7955 66
7268 10325 139
7269 8491 98
7270 9027 107
7271 8533 156
7271 7896 146
7272 9194 174
7272 8806 112
7273 7744 151
7273 8132 114
7274 10279 190
7275 8964 12
7276 9365 77
7276 7741 66
7276 8264 95
7277 9021 159
7278 7445 127
7279 7999 137
7280 8784 159
7281 9917 79
7282 9092 99
7282 9041 127
7283 10499 101
7284 9486 130
7285 9120 70
7286 10271 152
7286 9378 166
7287 9108 112
7289 7647 11
7290 7484 32
7290 8725 167
7292 9255 15
7292 9794 50
7293 8438 126
7293 9457 181
7294 9571 195
7294 7539 154
7294 10109 141
7295 7631 92
7295 8697 94
7296 9609 33
7296 9071 142
7297 7577 96
7297 8634 152
7298 8990 186
7298 9018 129
7299 8465 82
7299 8927 168
7300 9210 154
7301 8648 186
7302 8751 100
7302 7698 186
7303 7861 52
7304 8242 197
7305 9369 24
7306 7646 98
7306 8512 66
7308 7813 33
7308 9768 96
7309 10393 28
7309 9012 111
7310 8385 169
